date,year,url,saved_path,status,bytes,sha256,kind
20090923,2009,https://www.federalreserve.gov/monetarypolicy/fomcminutes20090923.htm,minutes_html\2009\fomcminutes-20090923.htm,200,60177,1725f8c941e85115c587a37aa70489b10396457f0f3da11e81a68f3f0c21ae53,html_modern
20091104,2009,https://www.federalreserve.gov/monetarypolicy/fomcminutes20091104.htm,minutes_html\2009\fomcminutes-20091104.htm,200,56976,ffc27fc5281b439a7288f86cbaf8e816260303309ece531fb909794637539381,html_modern
20091216,2009,https://www.federalreserve.gov/monetarypolicy/fomcminutes20091216.htm,minutes_html\2009\fomcminutes-20091216.htm,200,66034,7827a0284b52828d3d4b4e37ae4ab6eaea2d8ea78e018d695fb006a9d6d5cb4b,html_modern
20080130,2008,https://www.federalreserve.gov/monetarypolicy/fomcminutes20080130.htm,minutes_html\2008\fomcminutes-20080130.htm,200,76472,65c85b0555bc86db71fb09d885e10ca2aac0bf1f47ba209907903dd03ed7fb57,html_modern
20080318,2008,https://www.federalreserve.gov/monetarypolicy/fomcminutes20080318.htm,minutes_html\2008\fomcminutes-20080318.htm,200,51057,e3f4c289b553ffb4c010e4e9aa1562b665a4f9dc225adfbd9238e5dbbeef4dd1,html_modern
20080430,2008,https://www.federalreserve.gov/monetarypolicy/fomcminutes20080430.htm,minutes_html\2008\fomcminutes-20080430.htm,200,57733,f6609cf444211d5f486074ff48d40bcfaed66d6b53d86b032243da7289d2af3c,html_modern
20080805,2008,https://www.federalreserve.gov/monetarypolicy/fomcminutes20080805.htm,minutes_html\2008\fomcminutes-20080805.htm,200,45164,910549c478fc2fea03d1d8ee699f6dcd3ec2a0f353ea7437d08a6fa1f30d5b86,html_modern
20080916,2008,https://www.federalreserve.gov/monetarypolicy/fomcminutes20080916.htm,minutes_html\2008\fomcminutes-20080916.htm,200,40864,0b2c1edd0d7751bc1773b1503da2697b921296cd3aaf53969c35f8fa3bc9a561,html_modern
20081029,2008,https://www.federalreserve.gov/monetarypolicy/fomcminutes20081029.htm,minutes_html\2008\fomcminutes-20081029.htm,200,64201,42f4ba4a07a9ad1973a632e5644884f88cec79540f8efab5c9752f7fd9421ac9,html_modern
20081216,2008,https://www.federalreserve.gov/monetarypolicy/fomcminutes20081216.htm,minutes_html\2008\fomcminutes-20081216.htm,200,61913,ee92294d0c7bd90b74471767b55588b2a2731a7b0b270434604fddf49fbe88ff,html_modern
20070131,2007,https://www.federalreserve.gov/fomc/minutes/20070131.htm,minutes_html\2007\fomcminutes-20070131.htm,200,57058,0cea8025682e4ab2fa20c0628bab6e2ec3dfc117637f711fa468ec29665a8050,html_old_flat
20070321,2007,https://www.federalreserve.gov/fomc/minutes/20070321.htm,minutes_html\2007\fomcminutes-20070321.htm,200,33397,4beb271449610b0def6232eea060607909839f1f11862ff8bdd6d82ee242e4f6,html_old_flat
20070509,2007,https://www.federalreserve.gov/fomc/minutes/20070509.htm,minutes_html\2007\fomcminutes-20070509.htm,200,33468,0981f3923d77fb8d6623d140880ff965b08e4f30e40a196e4d57c58d822e5a73,html_old_flat
20070628,2007,https://www.federalreserve.gov/fomc/minutes/20070628.htm,minutes_html\2007\fomcminutes-20070628.htm,200,36825,4731d966210414778e40dd81c40901244d81263d9a9588b4353faaf26ac39f2f,html_old_flat
20070807,2007,https://www.federalreserve.gov/fomc/minutes/20070807.htm,minutes_html\2007\fomcminutes-20070807.htm,200,34437,504b94913d3ad36ebf4315ab547da8cfe615b5dbe230e739ef954bdd91d11833,html_old_flat
20070918,2007,https://www.federalreserve.gov/fomc/minutes/20070918.htm,minutes_html\2007\fomcminutes-20070918.htm,200,43138,98aeb0cce171242e75ba5cf17726ac544568c18310cbbe2c3fc9667712c046ea,html_old_flat
20071031,2007,https://www.federalreserve.gov/monetarypolicy/fomcminutes20071031.htm,minutes_html\2007\fomcminutes-20071031.htm,200,47704,e3575a4518ea12fe39e2d417f8ea53cc367dccaa46f964728bba5c188a4f6b16,html_modern
20071211,2007,https://www.federalreserve.gov/monetarypolicy/fomcminutes20071211.htm,minutes_html\2007\fomcminutes-20071211.htm,200,50501,f8266af72b0f9dd132b6f786e15276b7e4ecdf4702840c3f82a9bcf06cb2dfb1,html_modern
